sale_id,unit_id,project_id,customer_id,reservation_date,contract_date,sales_agent_id,team_id,broker_id,lead_id,lead_source,campaign_id,gross_price,discount_value,discount_pct,net_sales_value,commission_value,payment_plan_years,down_payment_value,reservation_deposit,sales_channel,buyer_type,contract_status,cancellation_flag,cancellation_date,cancellation_reason,days_lead_to_reservation,days_reservation_to_contract,down_payment_pct,expected_handover_date,forecast_handover_date
SAL-000406,CST-P1-B4-00591,CST,CUS-000406,2026-01-31,2026-02-12,AGT-014,Team Tide,,,Direct / Walk-In,,11046452.4,1292434.93,11.7,9754017.47,0.0,3,1706953.06,150000.0,Direct,End-User,Contracted,False,,,,11.0,17.5,2026-11-30,2026-11-30
SAL-000407,CST-P2-B3-00732,CST,CUS-000407,2025-11-23,,AGT-012,Team Tide,,,Direct / Walk-In,,9444556.8,1086124.03,11.5,8358432.77,0.0,5,2006023.86,150000.0,Direct,End-User,Reserved,False,,,,,24.0,2026-11-30,2026-11-30
SAL-000408,CST-P1-B4-00564,CST,CUS-000408,2024-11-15,2024-12-08,AGT-011,Team Tide,,,Direct / Walk-In,,12017868.5,1466179.96,12.2,10551688.54,0.0,3,2458543.43,150000.0,Direct,End-User,Contracted,False,,,,22.0,23.3,2026-11-30,2026-11-30
SAL-000409,CST-P1-B1-00435,CST,CUS-000409,2026-03-16,2026-03-22,AGT-014,Team Tide,,,Direct / Walk-In,,15314445.5,536005.59,3.5,14778439.91,0.0,6,2881795.78,150000.0,Direct,End-User,Contracted,False,,,,5.0,19.5,2026-11-30,2026-11-30
SAL-000410,CST-P1-B3-00556,CST,CUS-000410,2025-02-22,2025-03-22,AGT-013,Team Tide,BRK-01,,Broker Referral,,4956894.8,560129.11,11.3,4396765.69,91013.05,6,817798.42,99137.9,Broker,End-User,Contracted,False,,,,28.0,18.6,2026-11-30,2026-11-30
SAL-000411,CST-P1-B3-00525,CST,CUS-000411,2025-10-06,2025-11-07,AGT-013,Team Tide,,,Direct / Walk-In,,7103580.0,681943.68,9.6,6421636.32,0.0,4,1310013.81,142071.6,Direct,End-User,Contracted,False,,,,32.0,20.4,2026-11-30,2026-11-30
SAL-000412,CST-P1-B1-00434,CST,CUS-000412,2025-05-28,2025-07-07,AGT-011,Team Tide,,,Direct / Walk-In,,8280773.1,347792.47,4.2,7932980.63,0.0,3,1483467.38,150000.0,Direct,End-User,Contracted,False,,,,39.0,18.7,2026-11-30,2026-11-30
SAL-000413,CST-P1-B2-00474,CST,CUS-000413,2024-11-21,2024-12-07,AGT-014,Team Tide,,,Direct / Walk-In,,9887958.3,1127227.25,11.4,8760731.05,0.0,3,1769667.67,150000.0,Direct,End-User,Contracted,False,,,,16.0,20.2,2026-11-30,2026-11-30
SAL-000414,CST-P2-B4-00773,CST,CUS-000414,2024-11-11,2024-11-18,AGT-011,Team Tide,,,Direct / Walk-In,,8652092.8,951730.21,11.0,7700362.59,0.0,6,1601675.42,150000.0,Direct,End-User,Cancelled,True,2024-12-15,Financing Fell Through,,6.0,20.8,2026-11-30,2026-11-30
SAL-000415,CST-P2-B1-00642,CST,CUS-000415,2025-06-09,2025-06-25,AGT-013,Team Tide,,,Direct / Walk-In,,6514853.7,195445.61,3.0,6319408.09,0.0,5,973188.85,130297.07,Direct,End-User,Contracted,False,,,,15.0,15.4,2026-11-30,2026-11-30
SAL-000416,CST-P1-B3-00518,CST,CUS-000416,2024-11-15,,AGT-013,Team Tide,,,Direct / Walk-In,,4891852.5,538103.78,11.0,4353748.72,0.0,5,1057960.94,97837.05,Direct,End-User,Reserved,False,,,,,24.3,2026-11-30,2026-11-30
SAL-000417,CST-P2-B2-00669,CST,CUS-000417,2026-01-02,2026-01-23,AGT-013,Team Tide,,,Direct / Walk-In,,23774070.5,2401181.12,10.1,21372889.38,0.0,6,4231832.1,150000.0,Direct,End-User,Contracted,False,,,,20.0,19.8,2026-11-30,2026-11-30
SAL-000418,CST-P2-B4-00753,CST,CUS-000418,2025-07-31,2025-08-27,AGT-014,Team Tide,,,Direct / Walk-In,,16793880.0,604579.68,3.6,16189300.32,0.0,4,3302617.27,150000.0,Direct,End-User,Contracted,False,,,,27.0,20.4,2026-11-30,2026-11-30
SAL-000419,CST-P1-B4-00576,CST,CUS-000419,2026-02-26,2026-03-17,AGT-012,Team Tide,BRK-03,,Broker Referral,,16973582.8,1968935.6,11.6,15004647.2,342105.96,6,2400743.55,150000.0,Broker,End-User,Contracted,False,,,,18.0,16.0,2026-11-30,2026-11-30
SAL-000420,CST-P2-B1-00630,CST,CUS-000420,2024-11-11,2024-11-23,AGT-013,Team Tide,,,Direct / Walk-In,,24689364.0,2468936.4,10.0,22220427.6,0.0,4,4888494.07,150000.0,Direct,End-User,Cancelled,True,2024-12-27,Found Alternative Property,,12.0,22.0,2026-11-30,2026-11-30
SAL-000421,CST-P1-B2-00503,CST,CUS-000421,2025-09-28,2025-10-21,AGT-012,Team Tide,,,Direct / Walk-In,,6393867.8,632992.91,9.9,5760874.89,0.0,6,1238588.1,127877.36,Direct,End-User,Cancelled,True,2025-11-20,Financing Fell Through,,22.0,21.5,2026-11-30,2026-11-30
SAL-000422,CST-P2-B2-00682,CST,CUS-000422,2025-06-28,2025-07-04,AGT-014,Team Tide,,,Direct / Walk-In,,7143268.0,342876.86,4.8,6800391.14,0.0,6,1645694.66,142865.36,Direct,End-User,Contracted,False,,,,5.0,24.2,2026-11-30,2026-11-30
SAL-000423,CST-P1-B3-00529,CST,CUS-000423,2025-10-29,2025-11-23,AGT-014,Team Tide,,,Direct / Walk-In,,7157920.0,680002.4,9.5,6477917.6,0.0,3,1476965.21,143158.4,Direct,End-User,Contracted,False,,,,24.0,22.8,2026-11-30,2026-11-30
SAL-000424,CST-P2-B3-00703,CST,CUS-000424,2024-09-06,2024-10-03,AGT-014,Team Tide,,,Direct / Walk-In,,7280887.5,873706.5,12.0,6407181.0,0.0,6,1140478.22,145617.75,Direct,End-User,Cancelled,True,2024-11-20,Changed Mind,,27.0,17.8,2026-11-30,2026-11-30
SAL-000425,CST-P1-B2-00509,CST,CUS-000425,2025-03-13,2025-03-19,AGT-013,Team Tide,,,Direct / Walk-In,,8128145.7,333253.97,4.1,7794891.73,0.0,5,1605747.7,150000.0,Direct,End-User,Contracted,False,,,,6.0,20.6,2026-11-30,2026-11-30
SAL-000426,CST-P1-B4-00580,CST,CUS-000426,2026-01-19,2026-01-29,AGT-012,Team Tide,,,Direct / Walk-In,,4744924.8,559901.13,11.8,4185023.67,0.0,4,1046255.92,94898.5,Direct,End-User,Contracted,False,,,,10.0,25.0,2026-11-30,2026-11-30
SAL-000427,CST-P2-B4-00755,CST,CUS-000427,2025-09-24,2025-10-17,AGT-013,Team Tide,,,Direct / Walk-In,,9864969.4,996361.91,10.1,8868607.49,0.0,5,1844670.36,150000.0,Direct,End-User,Contracted,False,,,,23.0,20.8,2026-11-30,2026-11-30
SAL-000428,CST-P2-B1-00614,CST,CUS-000428,2025-08-15,2025-08-17,AGT-013,Team Tide,,,Direct / Walk-In,,7994376.8,391724.46,4.9,7602652.34,0.0,3,1360874.77,150000.0,Direct,End-User,Contracted,False,,,,2.0,17.9,2026-11-30,2026-11-30
SAL-000429,CST-P2-B3-00712,CST,CUS-000429,2024-10-21,,AGT-014,Team Tide,,,Direct / Walk-In,,12462929.0,1520477.34,12.2,10942451.66,0.0,5,1958698.85,150000.0,Direct,End-User,Reserved,False,,,,,17.9,2026-11-30,2026-11-30
SAL-000430,CST-P1-B4-00581,CST,CUS-000430,2025-11-29,2025-12-22,AGT-014,Team Tide,,,Direct / Walk-In,,10315016.4,1320322.1,12.8,8994694.3,0.0,5,1915869.89,150000.0,Direct,End-User,Contracted,False,,,,22.0,21.3,2026-11-30,2026-11-30
SAL-000431,CST-P1-B2-00497,CST,CUS-000431,2026-05-13,2026-06-17,AGT-014,Team Tide,,,Direct / Walk-In,,9048654.9,190021.75,2.1,8858633.15,0.0,5,1399664.04,150000.0,Direct,End-User,Contracted,False,,,,35.0,15.8,2026-11-30,2026-11-30
SAL-000432,CST-P1-B4-00587,CST,CUS-000432,2024-08-12,2024-08-28,AGT-013,Team Tide,,,Direct / Walk-In,,7994595.6,311789.23,3.9,7682806.37,0.0,5,1452050.4,150000.0,Direct,End-User,Contracted,False,,,,15.0,18.9,2026-11-30,2026-11-30
SAL-000433,CST-P1-B4-00592,CST,CUS-000433,2025-08-23,2025-09-24,AGT-014,Team Tide,,,Direct / Walk-In,,6849156.6,205474.7,3.0,6643681.9,0.0,3,1169288.01,136983.13,Direct,End-User,Contracted,False,,,,31.0,17.6,2026-11-30,2026-11-30
SAL-000434,CST-P2-B1-00617,CST,CUS-000434,2025-01-04,2025-01-26,AGT-012,Team Tide,,,Direct / Walk-In,,9874122.0,1165146.4,11.8,8708975.6,0.0,6,1950810.53,150000.0,Direct,End-User,Contracted,False,,,,22.0,22.4,2026-11-30,2026-11-30
SAL-000435,CST-P2-B2-00668,CST,CUS-000435,2025-03-06,2025-03-22,AGT-012,Team Tide,,,Direct / Walk-In,,11786270.0,412519.45,3.5,11373750.55,0.0,6,2070022.6,150000.0,Direct,End-User,Cancelled,True,2025-04-24,Found Alternative Property,,15.0,18.2,2026-11-30,2026-11-30
SAL-000436,CST-P1-B1-00442,CST,CUS-000436,2024-11-24,2024-12-25,AGT-014,Team Tide,,,Direct / Walk-In,,8194658.2,975164.33,11.9,7219493.87,0.0,5,1335606.37,150000.0,Direct,End-User,Contracted,False,,,,31.0,18.5,2026-11-30,2026-11-30
SAL-000437,CST-P2-B3-00729,CST,CUS-000437,2026-05-18,2026-06-12,AGT-011,Team Tide,,,Direct / Walk-In,,3474658.8,163308.96,4.7,3311349.84,0.0,3,549684.07,69493.18,Direct,End-User,Contracted,False,,,,25.0,16.6,2026-11-30,2026-11-30
SAL-000438,CST-P2-B4-00779,CST,CUS-000438,2025-10-24,2025-11-13,AGT-013,Team Tide,,,Direct / Walk-In,,8360933.0,869537.03,10.4,7491395.97,0.0,6,1820409.22,150000.0,Direct,End-User,Contracted,False,,,,19.0,24.3,2026-11-30,2026-11-30
SAL-000439,CST-P1-B3-00541,CST,CUS-000439,2024-10-15,2024-11-21,AGT-012,Team Tide,,,Direct / Walk-In,,13942483.0,1422133.27,10.2,12520349.73,0.0,5,1915613.51,150000.0,Direct,End-User,Contracted,False,,,,36.0,15.3,2026-11-30,2026-11-30
SAL-000440,CST-P1-B3-00553,CST,CUS-000440,2025-07-04,2025-08-03,AGT-013,Team Tide,,,Direct / Walk-In,,14257863.6,826956.09,5.8,13430907.51,0.0,3,2686181.5,150000.0,Direct,End-User,Contracted,False,,,,29.0,20.0,2026-11-30,2026-11-30
SAL-000441,CST-P2-B1-00641,CST,CUS-000441,2024-10-08,2024-11-06,AGT-014,Team Tide,,,Direct / Walk-In,,10368094.5,1150858.49,11.1,9217236.01,0.0,4,1668319.72,150000.0,Direct,End-User,Contracted,False,,,,29.0,18.1,2026-11-30,2026-11-30
SAL-000442,CST-P2-B3-00714,CST,CUS-000442,2025-06-14,2025-07-15,AGT-014,Team Tide,,,Direct / Walk-In,,4306887.2,116285.95,2.7,4190601.25,0.0,3,766880.03,86137.74,Direct,End-User,Contracted,False,,,,31.0,18.3,2026-11-30,2026-11-30
SAL-000443,CST-P1-B4-00586,CST,CUS-000443,2024-10-29,2024-11-09,AGT-014,Team Tide,BRK-14,,Broker Referral,,18884567.1,1926225.84,10.2,16958341.26,393433.52,6,2713334.6,150000.0,Broker,End-User,Contracted,False,,,,10.0,16.0,2026-11-30,2026-11-30
SAL-000444,CST-P2-B1-00653,CST,CUS-000444,2024-12-01,2024-12-15,AGT-012,Team Tide,,,Direct / Walk-In,,10489200.8,304186.82,2.9,10185013.98,0.0,5,1619417.22,150000.0,Direct,End-User,Contracted,False,,,,14.0,15.9,2026-11-30,2026-11-30
SAL-000445,CST-P2-B4-00786,CST,CUS-000445,2025-11-02,,AGT-012,Team Tide,,,Direct / Walk-In,,6902715.7,635049.84,9.2,6267665.86,0.0,5,1103109.19,138054.31,Direct,End-User,Reserved,False,,,,,17.6,2026-11-30,2026-11-30
SAL-000446,CST-P2-B2-00674,CST,CUS-000446,2025-08-16,,AGT-013,Team Tide,,,Direct / Walk-In,,6585742.8,230501.0,3.5,6355241.8,0.0,3,1423574.16,131714.86,Direct,End-User,Reserved,False,,,,,22.4,2026-11-30,2026-11-30
SAL-000447,CST-P1-B1-00430,CST,CUS-000447,2026-02-20,2026-03-27,AGT-011,Team Tide,,,Direct / Walk-In,,4407000.4,436293.04,9.9,3970707.36,0.0,6,837819.25,88140.01,Direct,End-User,Contracted,False,,,,35.0,21.1,2026-11-30,2026-11-30
SAL-000448,CST-P1-B1-00463,CST,CUS-000448,2025-06-19,2025-07-06,AGT-013,Team Tide,,,Direct / Walk-In,,8856104.0,433949.1,4.9,8422154.9,0.0,3,1894984.85,150000.0,Direct,End-User,Contracted,False,,,,16.0,22.5,2026-11-30,2026-11-30
SAL-000449,CST-P2-B1-00655,CST,CUS-000449,2024-07-13,2024-07-25,AGT-012,Team Tide,,,Direct / Walk-In,,9169289.1,265909.38,2.9,8903379.72,0.0,3,1575898.21,150000.0,Direct,End-User,Contracted,False,,,,12.0,17.7,2026-11-30,2026-11-30
SAL-000450,CST-P2-B3-00741,CST,CUS-000450,2026-05-23,2026-06-07,AGT-011,Team Tide,,,Direct / Walk-In,,21862525.8,437250.52,2.0,21425275.28,0.0,3,4842112.21,150000.0,Direct,End-User,Contracted,False,,,,15.0,22.6,2026-11-30,2026-11-30
SAL-000451,CST-P2-B4-00791,CST,CUS-000451,2024-09-07,2024-09-28,AGT-011,Team Tide,,,Direct / Walk-In,,6389745.0,709261.69,11.1,5680483.31,0.0,3,1198581.98,127794.9,Direct,End-User,Contracted,False,,,,21.0,21.1,2026-11-30,2026-11-30
SAL-000452,CST-P1-B4-00601,CST,CUS-000452,2025-07-20,2025-08-09,AGT-011,Team Tide,BRK-07,,Broker Referral,,15054978.6,346264.51,2.3,14708714.09,291232.54,5,2853490.53,150000.0,Broker,End-User,Contracted,False,,,,19.0,19.4,2026-11-30,2026-11-30
SAL-000453,CST-P2-B4-00782,CST,CUS-000453,2026-03-31,2026-04-28,AGT-014,Team Tide,,,Direct / Walk-In,,4790811.6,249122.2,5.2,4541689.4,0.0,6,849295.92,95816.23,Direct,End-User,Contracted,False,,,,28.0,18.7,2026-11-30,2026-11-30
SAL-000454,CST-P1-B1-00466,CST,CUS-000454,2025-02-20,2025-03-19,AGT-011,Team Tide,BRK-03,,Broker Referral,,4382427.6,556568.31,12.7,3825859.29,87229.59,4,730739.12,87648.55,Broker,End-User,Contracted,False,,,,27.0,19.1,2026-11-30,2026-11-30
SAL-000455,CST-P1-B2-00491,CST,CUS-000455,2025-04-27,2025-05-02,AGT-013,Team Tide,BRK-14,,Broker Referral,,27989663.8,1483452.18,5.3,26506211.62,614944.11,5,5433773.38,150000.0,Broker,End-User,Cancelled,True,2025-06-01,Financing Fell Through,,5.0,20.5,2026-11-30,2026-11-30
SAL-000456,CST-P2-B3-00727,CST,CUS-000456,2025-05-03,,AGT-011,Team Tide,,,Direct / Walk-In,,12639677.1,657263.21,5.2,11982413.89,0.0,6,2132869.67,150000.0,Direct,End-User,Reserved,False,,,,,17.8,2026-11-30,2026-11-30
SAL-000457,CST-P2-B3-00720,CST,CUS-000457,2024-11-26,2024-12-05,AGT-013,Team Tide,,,Direct / Walk-In,,22392996.8,2664766.62,11.9,19728230.18,0.0,5,3117060.37,150000.0,Direct,End-User,Contracted,False,,,,8.0,15.8,2026-11-30,2026-11-30
SAL-000458,CST-P2-B1-00621,CST,CUS-000458,2025-09-23,2025-10-17,AGT-012,Team Tide,BRK-01,,Broker Referral,,8711978.6,984453.58,11.3,7727525.02,159959.77,4,1390954.5,150000.0,Broker,End-User,Cancelled,True,2025-12-06,Unit Defect Concern,,24.0,18.0,2026-11-30,2026-11-30
SAL-000459,CST-P1-B2-00500,CST,CUS-000459,2024-11-30,2025-01-07,AGT-012,Team Tide,,,Direct / Walk-In,,17851036.8,1624444.35,9.1,16226592.45,0.0,3,3115505.75,150000.0,Direct,End-User,Contracted,False,,,,37.0,19.2,2026-11-30,2026-11-30
SAL-000460,CST-P2-B3-00722,CST,CUS-000460,2026-04-30,,AGT-012,Team Tide,,,Direct / Walk-In,,12142400.0,267132.8,2.2,11875267.2,0.0,6,2149423.36,150000.0,Direct,End-User,Reserved,False,,,,,18.1,2026-11-30,2026-11-30
SAL-000461,CST-P1-B2-00486,CST,CUS-000461,2025-11-29,2025-12-16,AGT-013,Team Tide,,,Direct / Walk-In,,10367203.5,1254431.62,12.1,9112771.88,0.0,6,2041260.9,150000.0,Direct,End-User,Contracted,False,,,,16.0,22.4,2026-11-30,2026-11-30
SAL-000462,CST-P1-B1-00450,CST,CUS-000462,2024-12-02,2024-12-10,AGT-013,Team Tide,,,Direct / Walk-In,,13011139.7,637545.85,4.9,12373593.85,0.0,6,2907794.55,150000.0,Direct,End-User,Contracted,False,,,,7.0,23.5,2026-11-30,2026-11-30
SAL-000463,CST-P1-B2-00476,CST,CUS-000463,2026-01-03,2026-02-02,AGT-013,Team Tide,,,Direct / Walk-In,,15998702.5,1663865.06,10.4,14334837.44,0.0,3,3368686.8,150000.0,Direct,End-User,Contracted,False,,,,29.0,23.5,2026-11-30,2026-11-30
SAL-000464,CST-P2-B4-00796,CST,CUS-000464,2024-11-26,2024-12-17,AGT-012,Team Tide,,,Direct / Walk-In,,13942489.4,1617328.77,11.6,12325160.63,0.0,5,2958038.55,150000.0,Direct,End-User,Contracted,False,,,,20.0,24.0,2026-11-30,2026-11-30
SAL-000465,CST-P2-B2-00679,CST,CUS-000465,2025-02-08,2025-02-22,AGT-014,Team Tide,,,Direct / Walk-In,,8252320.1,775718.09,9.4,7476602.01,0.0,4,1689712.05,150000.0,Direct,End-User,Contracted,False,,,,14.0,22.6,2026-11-30,2026-11-30
SAL-000466,CST-P2-B2-00702,CST,CUS-000466,2025-12-12,2025-12-26,AGT-014,Team Tide,BRK-11,,Broker Referral,,6485784.3,324289.22,5.0,6161495.08,182996.4,6,1146038.08,129715.69,Broker,End-User,Contracted,False,,,,14.0,18.6,2026-11-30,2026-11-30
SAL-000467,CST-P2-B1-00639,CST,CUS-000467,2025-05-16,2025-05-22,AGT-012,Team Tide,,,Direct / Walk-In,,13531365.0,433003.68,3.2,13098361.32,0.0,5,2711360.79,150000.0,Direct,End-User,Cancelled,True,2025-07-08,Financing Fell Through,,5.0,20.7,2026-11-30,2026-11-30
SAL-000468,CST-P2-B3-00723,CST,CUS-000468,2026-04-01,2026-04-21,AGT-012,Team Tide,,,Direct / Walk-In,,6778466.6,210132.46,3.1,6568334.14,0.0,3,1569831.86,135569.33,Direct,End-User,Contracted,False,,,,19.0,23.9,2026-11-30,2026-11-30
SAL-000469,CST-P2-B1-00613,CST,CUS-000469,2024-10-15,2024-10-28,AGT-012,Team Tide,,,Direct / Walk-In,,9781280.7,987909.35,10.1,8793371.35,0.0,4,1354179.19,150000.0,Direct,End-User,Contracted,False,,,,13.0,15.4,2026-11-30,2026-11-30
SAL-000470,CST-P1-B4-00606,CST,CUS-000470,2025-01-17,2025-02-15,AGT-011,Team Tide,,,Direct / Walk-In,,9603560.8,912338.28,9.5,8691222.52,0.0,5,1390595.6,150000.0,Direct,End-User,Contracted,False,,,,29.0,16.0,2026-11-30,2026-11-30
SAL-000471,CST-P2-B3-00721,CST,CUS-000471,2025-07-15,2025-08-15,AGT-012,Team Tide,,,Direct / Walk-In,,16602022.8,813499.12,4.9,15788523.68,0.0,3,2431432.65,150000.0,Direct,End-User,Contracted,False,,,,30.0,15.4,2026-11-30,2026-11-30
SAL-000472,CST-P2-B2-00675,CST,CUS-000472,2026-04-16,2026-04-20,AGT-012,Team Tide,,,Direct / Walk-In,,22806600.6,1003490.43,4.4,21803110.17,0.0,4,3989969.16,150000.0,Direct,End-User,Contracted,False,,,,3.0,18.3,2026-11-30,2026-11-30
SAL-000473,CST-P2-B2-00693,CST,CUS-000473,2025-10-09,2025-10-27,AGT-013,Team Tide,,,Direct / Walk-In,,12346694.7,1493950.06,12.1,10852744.64,0.0,3,2062021.48,150000.0,Direct,End-User,Contracted,False,,,,18.0,19.0,2026-11-30,2026-11-30
SAL-000474,CST-P1-B1-00451,CST,CUS-000474,2026-03-21,2026-03-27,AGT-014,Team Tide,,,Direct / Walk-In,,11349399.6,499373.58,4.4,10850026.02,0.0,6,2343605.62,150000.0,Direct,End-User,Contracted,False,,,,6.0,21.6,2026-11-30,2026-11-30
SAL-000475,CST-P2-B1-00625,CST,CUS-000475,2025-08-10,2025-09-06,AGT-014,Team Tide,,,Direct / Walk-In,,6909855.4,214205.52,3.1,6695649.88,0.0,5,1566782.07,138197.11,Direct,End-User,Contracted,False,,,,27.0,23.4,2026-11-30,2026-11-30
SAL-000476,CST-P1-B2-00484,CST,CUS-000476,2026-02-20,,AGT-014,Team Tide,,,Direct / Walk-In,,3454991.4,431873.92,12.5,3023117.48,0.0,3,743686.9,69099.83,Direct,End-User,Reserved,False,,,,,24.6,2026-11-30,2026-11-30
SAL-000477,CST-P1-B1-00421,CST,CUS-000477,2025-06-21,2025-07-14,AGT-013,Team Tide,,,Direct / Walk-In,,11526827.4,576341.37,5.0,10950486.03,0.0,3,1806830.19,150000.0,Direct,End-User,Contracted,False,,,,22.0,16.5,2026-11-30,2026-11-30
SAL-000478,CST-P2-B4-00756,CST,CUS-000478,2025-04-26,,AGT-012,Team Tide,,,Direct / Walk-In,,10625962.8,552550.07,5.2,10073412.73,0.0,3,1974388.9,150000.0,Direct,End-User,Reserved,False,,,,,19.6,2026-11-30,2026-11-30
SAL-000479,CST-P2-B2-00690,CST,CUS-000479,2026-03-22,2026-04-10,AGT-013,Team Tide,,,Direct / Walk-In,,11535073.2,322982.05,2.8,11212091.15,0.0,3,1693025.76,150000.0,Direct,End-User,Contracted,False,,,,19.0,15.1,2026-11-30,2026-11-30
SAL-000480,CST-P2-B3-00743,CST,CUS-000480,2024-09-30,2024-10-15,AGT-012,Team Tide,,,Direct / Walk-In,,16867326.4,1787936.6,10.6,15079389.8,0.0,6,3558735.99,150000.0,Direct,End-User,Contracted,False,,,,14.0,23.6,2026-11-30,2026-11-30
SAL-000481,CST-P1-B2-00513,CST,CUS-000481,2026-01-24,2026-02-02,AGT-014,Team Tide,,,Direct / Walk-In,,5180014.8,554261.58,10.7,4625753.22,0.0,3,1142561.05,103600.3,Direct,End-User,Contracted,False,,,,8.0,24.7,2026-11-30,2026-11-30
SAL-000482,CST-P1-B3-00559,CST,CUS-000482,2026-05-16,2026-06-07,AGT-013,Team Tide,,,Direct / Walk-In,,6318312.0,252732.48,4.0,6065579.52,0.0,4,988689.46,126366.24,Direct,End-User,Contracted,False,,,,21.0,16.3,2026-11-30,2026-11-30
SAL-000483,CST-P1-B4-00588,CST,CUS-000483,2025-01-01,2025-02-01,AGT-013,Team Tide,,,Direct / Walk-In,,4889344.0,498713.09,10.2,4390630.91,0.0,6,689329.05,97786.88,Direct,End-User,Contracted,False,,,,31.0,15.7,2026-11-30,2026-11-30
SAL-000484,CST-P1-B3-00544,CST,CUS-000484,2025-06-23,2025-07-08,AGT-011,Team Tide,,,Direct / Walk-In,,4302690.0,197923.74,4.6,4104766.26,0.0,5,677286.43,86053.8,Direct,End-User,Contracted,False,,,,15.0,16.5,2026-11-30,2026-11-30
SAL-000485,CST-P1-B4-00604,CST,CUS-000485,2026-03-12,2026-03-29,AGT-014,Team Tide,BRK-06,,Broker Referral,,5269690.4,221327.0,4.2,5048363.4,114597.85,6,964237.41,105393.81,Broker,End-User,Contracted,False,,,,17.0,19.1,2026-11-30,2026-11-30
SAL-000486,CST-P1-B3-00516,CST,CUS-000486,2026-01-19,,AGT-011,Team Tide,,,Direct / Walk-In,,8597761.2,859776.12,10.0,7737985.08,0.0,5,1586286.94,150000.0,Direct,End-User,Cancelled,True,2026-03-09,Personal / Financial Hardship,,,20.5,2026-11-30,2026-11-30
SAL-000487,CST-P2-B1-00628,CST,CUS-000487,2025-01-04,2025-01-28,AGT-011,Team Tide,,,Direct / Walk-In,,7921401.5,784218.75,9.9,7137182.75,0.0,5,1377476.27,150000.0,Direct,End-User,Contracted,False,,,,24.0,19.3,2026-11-30,2026-11-30
SAL-000488,CST-P2-B3-00706,CST,CUS-000488,2025-05-27,2025-06-08,AGT-013,Team Tide,,,Direct / Walk-In,,4349031.6,91329.66,2.1,4257701.94,0.0,4,940952.13,86980.63,Direct,End-User,Contracted,False,,,,11.0,22.1,2026-11-30,2026-11-30
SAL-000489,CST-P2-B1-00620,CST,CUS-000489,2024-10-25,2024-11-11,AGT-013,Team Tide,,,Direct / Walk-In,,23775817.5,2639115.74,11.1,21136701.76,0.0,4,4755757.9,150000.0,Direct,End-User,Contracted,False,,,,16.0,22.5,2026-11-30,2026-11-30
SAL-000490,CST-P1-B2-00489,CST,CUS-000490,2024-10-15,2024-11-15,AGT-013,Team Tide,,,Direct / Walk-In,,6023789.9,584307.62,9.7,5439482.28,0.0,4,1000864.74,120475.8,Direct,End-User,Contracted,False,,,,31.0,18.4,2026-11-30,2026-11-30
SAL-000491,CST-P1-B2-00472,CST,CUS-000491,2026-05-21,2026-06-03,AGT-014,Team Tide,BRK-06,,Broker Referral,,11304819.3,260010.84,2.3,11044808.46,250717.15,3,2352544.2,150000.0,Broker,End-User,Contracted,False,,,,13.0,21.3,2026-11-30,2026-11-30
SAL-000492,VTX-P1-B3-00866,VTX,CUS-000492,2025-10-29,2025-12-01,AGT-015,Team Summit,,,Direct / Walk-In,,9886245.1,365791.07,3.7,9520454.03,0.0,3,2104020.34,150000.0,Direct,Investor,Contracted,False,,,,32.0,22.1,2026-03-31,2026-03-31
SAL-000493,VTX-P2-B1-00944,VTX,CUS-000493,2025-12-23,2026-01-06,AGT-016,Team Summit,,,Direct / Walk-In,,9879772.0,513748.14,5.2,9366023.86,0.0,4,2154185.49,150000.0,Direct,Investor,Contracted,False,,,,14.0,23.0,2026-03-31,2026-03-31
SAL-000494,VTX-P2-B2-00981,VTX,CUS-000494,2025-03-25,2025-04-04,AGT-018,Team Summit,BRK-03,,Broker Referral,,17519174.1,367902.66,2.1,17151271.44,391048.99,6,3996246.25,150000.0,Broker,Investor,Contracted,False,,,,10.0,23.3,2026-03-31,2026-03-31
SAL-000495,VTX-P1-B4-00898,VTX,CUS-000495,2025-06-01,2025-06-08,AGT-015,Team Summit,BRK-11,,Broker Referral,,10670270.0,394799.99,3.7,10275470.01,305181.46,3,2373633.57,150000.0,Broker,Investor,Contracted,False,,,,7.0,23.1,2026-03-31,2026-03-31
SAL-000496,VTX-P2-B2-00961,VTX,CUS-000496,2026-05-05,2026-05-24,AGT-016,Team Summit,,LEA-005021,Referrals,CMP-0048,15023421.0,540843.16,3.6,14482577.84,0.0,6,2563416.28,150000.0,Direct,Investor,Contracted,False,,,6.0,19.0,17.7,2026-03-31,2026-03-31
SAL-000497,VTX-P2-B1-00956,VTX,CUS-000497,2026-05-21,2026-06-06,AGT-017,Team Summit,BRK-13,LEA-005316,Brokers,CMP-0043,16367628.4,802013.79,4.9,15565614.61,319095.1,3,2817376.24,150000.0,Broker,Investor,Contracted,False,,,3.0,15.0,18.1,2026-03-31,2026-03-31
SAL-000498,VTX-P1-B2-00856,VTX,CUS-000498,2026-06-22,2026-06-30,AGT-018,Team Summit,,LEA-005158,Property Portals,CMP-0055,10260965.0,348872.81,3.4,9912092.19,0.0,3,1526462.2,150000.0,Direct,Investor,Contracted,False,,,0.0,8.0,15.4,2026-03-31,2026-03-31
